group,_bin,mem_mb,cpu_pct_1core
parsl,1030.0,13725.402,790.811
parsl,1032.0,14272.91,3072.599
parsl,1034.0,13638.02,1236.523
parsl,1036.0,13865.938,1982.892
parsl,1038.0,14107.188,1179.842
parsl,1040.0,13637.48,794.558
parsl,1042.0,12880.816,630.599
parsl,1044.0,13247.562,684.185
parsl,1046.0,16173.328,1399.964
parsl,1048.0,14666.254,1557.862
parsl,1050.0,13581.551,2546.228
parsl,1052.0,13743.613,1044.478
parsl,1054.0,13938.078,1761.166
parsl,1056.0,13222.004,984.704
parsl,1058.0,12901.707,406.645
parsl,1060.0,13243.086,478.694
parsl,1062.0,13985.246,1406.107
parsl,1064.0,14636.102,1382.436
parsl,1066.0,13880.465,2883.78
parsl,1068.0,14140.004,1284.69
parsl,1070.0,13912.145,1273.891
parsl,1072.0,13225.32,1107.812
parsl,1074.0,12851.277,290.15
parsl,1076.0,13743.156,1420.359
parsl,1078.0,14429.445,1361.002
parsl,1080.0,14307.398,2232.26
parsl,1082.0,13874.875,1454.343
parsl,1084.0,13953.516,1080.682
parsl,1086.0,13989.934,1704.115
parsl,1088.0,13253.418,843.243
parsl,1090.0,12952.98,539.315
parsl,1092.0,13201.145,469.706
parsl,1094.0,16553.461,2924.075
parsl,1096.0,13997.523,1269.284
parsl,1098.0,13626.074,1093.525
parsl,1100.0,13770.75,2305.856
parsl,1102.0,14094.043,1287.838
parsl,1104.0,13144.109,659.836
parsl,1106.0,12839.266,672.808
parsl,1108.0,13800.504,1365.941
parsl,1110.0,14631.75,1768.757
parsl,1112.0,14034.227,1472.537
parsl,1114.0,13563.75,1009.3
parsl,1116.0,13772.09,1679.391
parsl,1118.0,15439.074,2109.315
parsl,1120.0,13148.551,499.158
parsl,1122.0,13031.797,650.465
parsl,1124.0,13844.277,1220.39
parsl,1126.0,14313.703,1403.858
parsl,1128.0,13965.434,2561.952
parsl,1130.0,14068.754,1460.108
parsl,1132.0,13817.344,1378.994
parsl,1134.0,13925.344,1059.154
parsl,1136.0,13389.711,1178.355
parsl,1138.0,13147.043,474.58
parsl,1140.0,13936.453,1442.48
parsl,1142.0,14439.117,1507.687
parsl,1144.0,14196.129,1414.984
parsl,1146.0,13553.816,2446.355
parsl,1148.0,13551.801,656.206
parsl,1150.0,13863.719,1012.939
parsl,1152.0,13387.195,1615.998
parsl,1154.0,13223.004,697.988
parsl,1156.0,14426.473,2299.629
parsl,1158.0,14367.328,831.568
parsl,1160.0,13967.957,1229.548
parsl,1162.0,13665.836,2109.418
parsl,1164.0,13775.754,1413.798
parsl,1166.0,13732.078,1064.271
parsl,1168.0,13456.488,688.498
parsl,1170.0,13590.379,634.563
parsl,1172.0,14199.43,2670.824
parsl,1174.0,14345.402,1597.644
parsl,1176.0,14148.16,1901.303
parsl,1178.0,13358.715,1020.373
parsl,1180.0,13191.684,988.115
parsl,1182.0,13483.699,1422.342
parsl,1184.0,13287.734,783.033
parsl,1186.0,13166.027,1057.383
parsl,1188.0,13715.551,1191.619
parsl,1190.0,14449.895,2168.366
parsl,1192.0,14059.578,1314.632
parsl,1194.0,13260.906,1481.831
parsl,1196.0,13336.809,1139.589
parsl,1198.0,14380.961,727.507
parsl,1200.0,13299.172,1737.681
parsl,1202.0,13181.09,912.37
parsl,1204.0,13984.832,1396.618
parsl,1206.0,14598.984,1147.033
parsl,1208.0,13958.828,1367.239
parsl,1210.0,13617.852,2577.941
parsl,1212.0,13538.77,1123.026
parsl,1214.0,13336.898,772.349
parsl,1216.0,13457.602,626.245
parsl,1218.0,12957.91,1214.128
parsl,1220.0,13640.324,1209.742
parsl,1222.0,14554.004,1588.099
parsl,1224.0,14277.48,1442.958
parsl,1226.0,14020.109,1807.492
parsl,1228.0,13552.062,1359.18
parsl,1230.0,13468.949,1594.64
parsl,1232.0,13340.938,526.485
parsl,1234.0,13240.121,725.361
parsl,1236.0,15689.559,1545.548
parsl,1238.0,14410.57,1790.712
parsl,1240.0,14401.766,1585.088
parsl,1242.0,13732.52,736.965
parsl,1244.0,13845.637,1339.278
parsl,1246.0,13422.602,1968.007
parsl,1248.0,13335.742,1157.42
parsl,1250.0,12904.883,554.505
parsl,1252.0,13232.992,443.682
parsl,1254.0,13773.746,1219.264
parsl,1256.0,14413.105,1688.175
parsl,1258.0,14354.934,1430.624
parsl,1260.0,13621.309,2511.417
parsl,1262.0,14026.23,1334.817
parsl,1264.0,14845.141,969.737
parsl,1266.0,13311.094,656.028
parsl,1268.0,13473.375,1335.001
parsl,1270.0,14222.816,1747.599
parsl,1272.0,14141.172,1142.856
parsl,1274.0,13722.934,2432.747
parsl,1276.0,13741.289,843.741
parsl,1278.0,13704.902,1948.512
parsl,1280.0,13310.07,791.91
parsl,1282.0,12971.52,906.762
parsl,1284.0,13330.121,366.476
parsl,1286.0,13860.605,1708.247
parsl,1288.0,13887.246,2663.095
parsl,1290.0,13520.633,1794.0
parsl,1292.0,14139.195,988.866
parsl,1294.0,14629.863,869.235
parsl,1296.0,12962.191,792.338
parsl,1298.0,12768.152,1153.795
parsl,1300.0,13446.938,1134.022
parsl,1302.0,13769.648,964.349
parsl,1304.0,13762.062,873.227
parsl,1306.0,13730.594,2564.245
parsl,1308.0,13490.117,813.565
parsl,1310.0,14206.359,2087.733
parsl,1312.0,13217.234,999.935
parsl,1314.0,12914.293,913.969
parsl,1316.0,14808.07,675.226
parsl,1318.0,13833.105,1064.798
parsl,1320.0,14005.258,2137.368
parsl,1322.0,13647.703,1109.419
parsl,1324.0,14276.402,2265.041
parsl,1326.0,13508.172,1499.587
parsl,1328.0,13862.496,1194.952
parsl,1330.0,12835.852,464.992
parsl,1332.0,13591.84,1193.901
parsl,1334.0,13572.113,1083.57
parsl,1336.0,14030.547,1482.093
parsl,1338.0,13870.43,2032.387
parsl,1340.0,14378.238,1370.013
parsl,1342.0,13724.844,1335.03
parsl,1344.0,13785.129,1307.622
parsl,1346.0,13132.883,1278.874
parsl,1348.0,13971.836,484.379
parsl,1350.0,13634.457,1791.378
parsl,1352.0,14100.66,1303.176
parsl,1354.0,13797.582,1264.315
parsl,1356.0,15024.957,1833.75
parsl,1358.0,14425.641,1147.636
parsl,1360.0,13631.664,1764.047
parsl,1362.0,12989.938,722.995
parsl,1364.0,13414.344,549.932
parsl,1366.0,14578.398,1489.3
parsl,1368.0,13816.543,1339.043
parsl,1370.0,14350.941,1844.227
